"symbol","company_name","date","current_price"
"JINDRILL","Jindal Drilling And Industries Limited","2018-02-23","169.8"
"NV20IWIN","ICICI Prudential NV20 iWIN ETF","2018-02-22","48.19"
"PGEL","PG Electroplast Limited","2018-02-22","321"
"NUCLEUS","Nucleus Software Exports Limited","2018-02-22","462"
"EIHAHOTELS","EIH Associated Hotels Limited","2018-02-22","582"
"BAJAJCORP","Bajaj Corp Limited","2018-02-22","485"
"GREENPOWER","Orient Green Power Company Limited","2018-02-22","11.65"
"APOLLO","Apollo Micro Systems Limited","2018-02-22","319.55"
"KEYCORPSER","Keynote Corporate Services Limited","2018-02-22","56.6"
"MTNL","Mahanagar Telephone Nigam Limited","2018-02-22","24.3"
"XCHANGING","Xchanging Solutions Limited","2018-02-22","62.2"
"SREEL","Sreeleathers Limited","2018-02-22","250"
"ESL","Electrosteel Steels Limited","2018-02-22","3.45"
"THERMAX","Thermax Limited","2018-02-22","1148"
"CTE","Cambridge Technology Enterprises Limited","2018-02-22","71.9"
"BIOCON","Biocon Limited","2018-02-22","625"
"CADILAHC","Cadila Healthcare Limited","2018-02-22","399.9"
"MOTOGENFIN","The Motor & General Finance Limited","2018-02-22","38"
"KAVVERITEL","Kavveri Telecom Products Limited","2018-02-22","13.6"
"PERSISTENT","Persistent Systems Limited","2018-02-22","780.15"
"IITL","Industrial Investment Trust Limited","2018-02-22","109.6"
"TARAJEWELS","Tara Jewels Limited","2018-02-22","14.9"
"MANAKCOAT","Manaksia Coated Metals & Industries Limited","2018-02-22","16.7"
"SETFNIF50","SBI-ETF Nifty 50","2018-02-22","104.38"
"BLUEBLENDS","Blue Blends (I) Limited","2018-02-22","26.4"
"IITL","Industrial Investment Trust Limited","2018-02-21","105"
"EIHAHOTELS","EIH Associated Hotels Limited","2018-02-21","519.6"
"SCHNEIDER","Schneider Electric Infrastructure Limited","2018-02-21","111.05"
"DOLLAR","Dollar Industries Limited","2018-02-21","423"
"TGBHOTELS","TGB Banquets And Hotels Limited","2018-02-21","48.65"
"TCIFINANCE","TCI Finance Limited","2018-02-21","28.75"
"KAVVERITEL","Kavveri Telecom Products Limited","2018-02-21","12"
"SFL","Sheela Foam Limited","2018-02-21","1600"
"KEYCORPSER","Keynote Corporate Services Limited","2018-02-21","61.9"
"KKCL","Kewal Kiran Clothing Limited","2018-02-21","1584.85"
"SADBHIN","Sadbhav Infrastructure Project Limited","2018-02-21","138"
"VIJSHAN","Vijay Shanthi Builders Limited","2018-02-21","21.85"
"IBVENTURES","Indiabulls Ventures Limited","2018-02-21","261.65"
"ATUL","Atul Limited","2018-02-21","2650"
"BLUEBLENDS","Blue Blends (I) Limited","2018-02-21","27.3"
"SYNGENE","Syngene International Limited","2018-02-21","579"
"RKDL","Ravi Kumar Distilleries Limited","2018-02-21","15.5"
"BIRLACORPN","Birla Corporation Limited","2018-02-21","904"
"MAGMA","Magma Fincorp Limited","2018-02-21","160"
"GRUH","Gruh Finance Limited","2018-02-21","556.1"
"GKWLIMITED","GKW Limited","2018-02-21","607.95"
"RELDIVOPP","Reliance ETF Dividend Opportunities","2018-02-21","28.62"
"FEDDERELEC","Fedders Electric and Engineering Limited","2018-02-21","74.95"
"EROSMEDIA","Eros International Media Limited","2018-02-21","206.7"
"CNOVAPETRO","CIL Nova Petrochemicals Limited","2018-02-20","31.8"
"STINDIA","STI India Limited","2018-02-20","17.6"
"GKWLIMITED","GKW Limited","2018-02-20","555"
"ESL","Electrosteel Steels Limited","2018-02-20","3.15"
"MANAKCOAT","Manaksia Coated Metals & Industries Limited","2018-02-20","15.95"
"TERASOFT","Tera Software Limited","2018-02-20","64.9"
"SPMLINFRA","SPML Infra Limited","2018-02-20","116"
"WEIZFOREX","Weizmann Forex Limited","2018-02-20","1052"
"SPAL","S. P. Apparels Limited","2018-02-20","346"
"ADHUNIKIND","Adhunik Industries Limited","2018-02-20","79.7"
"FILATEX","Filatex India Limited","2018-02-20","205.15"
"DIAMONDYD","Prataap Snacks Limited","2018-02-20","1222"
"PANAMAPET","Panama Petrochem Limited","2018-02-20","188"
"CHROMATIC","Chromatic India Limited","2018-02-20","2.3"
"GARWALLROP","Garware  Wall Ropes Limited","2018-02-20","942.2"
"RELDIVOPP","Reliance ETF Dividend Opportunities","2018-02-20","28.75"
"SOLARINDS","Solar Industries India Limited","2018-02-20","1022"
"KKCL","Kewal Kiran Clothing Limited","2018-02-20","1585"
"ASTRAMICRO","Astra Microwave Products Limited","2018-02-20","94.85"
"JUBLINDS","Jubilant Industries Limited","2018-02-20","200.1"
"ANSALHSG","Ansal Housing and Construction Limited","2018-02-20","24.15"
"EQ30","Edelweiss Mutual Fund - Edelweiss ETF - Nifty Quality 30","2018-02-20","242.01"
"SPYL","Shekhawati Poly-Yarn Limited","2018-02-20","0.65"
"GET&D","GE T&D India Limited","2018-02-20","417"
"VIPULLTD","Vipul Limited","2018-02-19","65.75"
"WINSOME","Winsome Yarns Limited","2018-02-19","2.25"
"VAKRANGEE","Vakrangee Limited","2018-02-19","232.8"
"RPGLIFE","RPG Life Sciences Limited","2018-02-19","470.1"
"SKFINDIA","SKF India Limited","2018-02-19","1840"
"KOTHARIPRO","Kothari Products Limited","2018-02-19","174.8"
"MONNETISPA","Monnet Ispat and Energy Limited","2018-02-19","29.4"
"LAKPRE","Lakshmi Precision Screws Limited","2018-02-19","51.3"
"KPRMILL","K.P.R. Mill Limited","2018-02-19","696"
"MIDCAPIWIN","ICICI Prudential Midcap Select iWIN ETF","2018-02-19","70.85"
"SALORAINTL","Salora International Limited","2018-02-19","46.6"
"TPLPLASTEH","TPL Plastech Limited","2018-02-19","476"
"LAXMIMACH","Lakshmi Machine Works Limited","2018-02-19","6070.05"
"ECLERX","eClerx Services Limited","2018-02-19","1310"
"UCOBANK","UCO Bank","2018-02-19","27.15"
"JAIBALAJI","Jai Balaji Industries Limited","2018-02-19","13.85"
"OFSS","Oracle Financial Services Software Limited","2018-02-19","4005.05"
"EUROTEXIND","Eurotex Industries and Exports Limited","2018-02-19","37.2"
"TIINDIA","Tube Investments of India Limited","2018-02-19","267.5"
"UNIONBANK","Union Bank of India","2018-02-19","109.4"
"GOKEX","Gokaldas Exports Limited","2018-02-19","95.5"
"IDBIGOLD","IDBI Mutual Fund - IDBI Gold Exchange Traded Fund","2018-02-19","2900"
"TRENT","Trent Limited","2018-02-19","321.05"
"GODREJAGRO","Godrej Agrovet Limited","2018-02-19","580"
"LICNETFSEN","LIC Mutual Fund - LIC MF EXCHANGE TRADED FUND - SENSEX","2018-02-16","340.5"
"RELIGARE","Religare Enterprises Limited","2018-02-16","60.25"
"WINSOME","Winsome Yarns Limited","2018-02-16","2.25"
"ABMINTLTD","ABM International Limited","2018-02-16","49.45"
"INTENTECH","Intense Technologies Limited","2018-02-16","80.65"
"DICIND","DIC India Limited","2018-02-16","520"
"AXISNIFTY","Axis Mutual Fund - AXIS NIFTY ETF","2018-02-16","1055.46"
"NAGAROIL","Nagarjuna Oil Refinery Limited","2018-02-16","4.55"
"ONMOBILE","OnMobile Global Limited","2018-02-16","51.3"
"RESPONIND","Responsive Industries Limited","2018-02-16","42.35"
"VAIBHAVGBL","Vaibhav Global Limited","2018-02-16","690"
"FLEXITUFF","Flexituff International Limited","2018-02-16","72.55"
"ORTEL","Ortel Communications Limited","2018-02-16","28.8"
"PODDARHOUS","Poddar Housing and Development Limited","2018-02-16","1154.25"
"EASUNREYRL","Easun Reyrolle Limited","2018-02-16","17.4"
"ALPA","Alpa Laboratories Limited","2018-02-16","44.75"
"AICHAMP","AI Champdany Industries Limited","2018-02-16","33.6"
"SPICEMOBI","Spice Mobility Limited","2018-02-16","19.05"
"COMPINFO","Compuage Infocom Limited","2018-02-16","52.75"
"IMPAL","India Motor Parts and Accessories Limited","2018-02-16","1131"
"GOLDIWIN","ICICI Prudential Gold iWIN ETF","2018-02-16","280.9"
"WHEELS","Wheels India Limited","2018-02-16","2121.1"
"VBL","Varun Beverages Limited","2018-02-16","655.05"
"PDUMJEIND","Pudumjee Industries Limited","2018-02-16","16"
"PIIND","PI Industries Limited","2018-02-16","878"
"DAMODARIND","Damodar Industries Limited","2018-02-14","147"
"SETFNIFBK","SBI-ETF Nifty Bank","2018-02-14","253.05"
"LAMBODHARA","Lambodhara Textiles Limited","2018-02-14","87.2"
"VOLTAMP","Voltamp Transformers Limited","2018-02-14","1096.5"
"MTEDUCARE","MT Educare Limited","2018-02-14","71.15"
"NIPPOBATRY","Indo-National Limited","2018-02-14","935"
"LOVABLE","Lovable Lingerie Limited","2018-02-14","234"
"MAXVIL","Max Ventures and Industries Limited","2018-02-14","89.65"
"FIRSTWIN","First Winner Industries Limited","2018-02-14","2.7"
"KILITCH","Kilitch Drugs (India) Limited","2018-02-14","102.1"
"KOHINOOR","Kohinoor Foods Limited","2018-02-14","76.65"
"POWERMECH","Power Mech Projects Limited","2018-02-14","850.05"
"BAFNAPHARM","Bafna Pharmaceuticals Limited","2018-02-14","28.8"
"ALKALI","Alkali Metals Limited","2018-02-14","87.65"
"HONDAPOWER","Honda Siel Power Products Limited","2018-02-14","1514"
"CANTABIL","Cantabil Retail India Limited","2018-02-14","151.5"
"STARCEMENT","Star Cement Limited","2018-02-14","129"
"NIBL","NRB Industrial Bearings Limited","2018-02-14","26.4"
"RAJVIR","Rajvir Industries Limited","2018-02-14","45.9"
"ESSELPACK","Essel Propack Limited","2018-02-14","272.55"
"NITCO","Nitco Limited","2018-02-14","132.7"
"PATELENG","Patel Engineering Limited","2018-02-14","80.3"
"PRECAM","Precision Camshafts Limited","2018-02-14","115.5"
"JINDALPOLY","Jindal Poly Films Limited","2018-02-14","372.5"
"SONATSOFTW","Sonata Software Limited","2018-02-14","344.7"
"APCOTEXIND","Apcotex Industries Limited","2018-02-12","536.55"
"GTNIND","GTN Industries Limited","2018-02-12","22.5"
"KITEX","Kitex Garments Limited","2018-02-12","249.7"
"PRECWIRE","Precision Wires India Limited","2018-02-12","320"
"SPLIL","SPL Industries Limited","2018-02-12","26.9"
"HIRECT","Hind Rectifiers Limited","2018-02-12","154.8"
"INVENTURE","Inventure Growth & Securities Limited","2018-02-12","13.95"
"ZUARI","Zuari Agro Chemicals Limited","2018-02-12","528"
"LAMBODHARA","Lambodhara Textiles Limited","2018-02-12","72.7"
"SHRIRAMEPC","Shriram EPC Limited","2018-02-12","33.05"
"NIFTYIWIN","ICICI Prudential Nifty iWIN ETF","2018-02-12","108.58"
"VADILALIND","Vadilal Industries Limited","2018-02-12","932"
"ROSSELLIND","Rossell India Limited","2018-02-12","114.7"
"NKIND","NK Industries Limited","2018-02-12","50"
"RUCHIRA","Ruchira Papers Limited","2018-02-12","198"
"ASHIMASYN","Ashima Limited","2018-02-12","32.1"
"KILITCH","Kilitch Drugs (India) Limited","2018-02-12","97.05"
"IVP","IVP Limited","2018-02-12","209"
"PSUBNKBEES","Reliance ETF PSU Bank BeES","2018-02-12","387.59"
"GREENLAM","Greenlam Industries Limited","2018-02-12","1169"
"HINDUJAVEN","Hinduja Ventures Limited","2018-02-12","833.05"
"SMLISUZU","SML Isuzu Limited","2018-02-12","814.3"
"XLENERGY","XL Energy Limited","2018-02-12","3.1"
"LSIL","Lloyds Steels Industries Limited","2018-02-12","1.95"
"TARMAT","Tarmat Limited","2018-02-12","67.95"
"APCOTEXIND","Apcotex Industries Limited","2018-02-12","536.55"
"GTNIND","GTN Industries Limited","2018-02-12","22.5"
"KITEX","Kitex Garments Limited","2018-02-12","249.7"
"PRECWIRE","Precision Wires India Limited","2018-02-12","320"
"SPLIL","SPL Industries Limited","2018-02-12","26.9"
"HIRECT","Hind Rectifiers Limited","2018-02-12","154.8"
"INVENTURE","Inventure Growth & Securities Limited","2018-02-12","13.95"
"ZUARI","Zuari Agro Chemicals Limited","2018-02-12","528"
"LAMBODHARA","Lambodhara Textiles Limited","2018-02-12","72.7"
"SHRIRAMEPC","Shriram EPC Limited","2018-02-12","33.05"
"NIFTYIWIN","ICICI Prudential Nifty iWIN ETF","2018-02-12","108.58"
"VADILALIND","Vadilal Industries Limited","2018-02-12","932"
"ROSSELLIND","Rossell India Limited","2018-02-12","114.7"
"NKIND","NK Industries Limited","2018-02-12","50"
"RUCHIRA","Ruchira Papers Limited","2018-02-12","198"
"ASHIMASYN","Ashima Limited","2018-02-12","32.1"
"KILITCH","Kilitch Drugs (India) Limited","2018-02-12","97.05"
"IVP","IVP Limited","2018-02-12","209"
"PSUBNKBEES","Reliance ETF PSU Bank BeES","2018-02-12","387.59"
"GREENLAM","Greenlam Industries Limited","2018-02-12","1169"
"HINDUJAVEN","Hinduja Ventures Limited","2018-02-12","833.05"
"SMLISUZU","SML Isuzu Limited","2018-02-12","814.3"
"XLENERGY","XL Energy Limited","2018-02-12","3.1"
"LSIL","Lloyds Steels Industries Limited","2018-02-12","1.95"
"TARMAT","Tarmat Limited","2018-02-12","67.95"
"KEYCORPSER","Keynote Corporate Services Limited","2018-02-09","59"
"HIRECT","Hind Rectifiers Limited","2018-02-09","143.9"
"SHARDACROP","Sharda Cropchem Limited","2018-02-09","381.05"
"AICHAMP","AI Champdany Industries Limited","2018-02-09","32"
"GLOBALVECT","Global Vectra Helicorp Limited","2018-02-09","161.95"
"RSYSTEMS","R Systems International Limited","2018-02-09","43.3"
"BFINVEST","BF Investment Limited","2018-02-09","348"
"AJMERA","Ajmera Realty & Infra India Limited","2018-02-09","267.95"
"XLENERGY","XL Energy Limited","2018-02-09","3.1"
"FCSSOFT","FCS Software Solutions Limited","2018-02-09","0.4"
"AVADHSUGAR","Avadh Sugar & Energy Limited","2018-02-09","770"
"HOTELEELA","Hotel Leela Venture Limited","2018-02-09","23.75"
"AUTOLITIND","Autolite (India) Limited","2018-02-09","74.1"
"TTKPRESTIG","TTK Prestige Limited","2018-02-09","7039.2"
"KELLTONTEC","Kellton Tech Solutions Limited","2018-02-09","130"
"GLENMARK","Glenmark Pharmaceuticals Limited","2018-02-09","536.05"
"GSCLCEMENT","Gujarat Sidhee Cement Limited","2018-02-09","36.3"
"NIFTYEES","Edelweiss ETF - Nifty 50","2018-02-09","11750"
"JAYSREETEA","Jayshree Tea & Industries Limited","2018-02-09","111.9"
"SURYAROSNI","Surya Roshni Limited","2018-02-09","488.3"
"SMLISUZU","SML Isuzu Limited","2018-02-09","846"
"EXCEL","Excel Realty N Infra Limited","2018-02-09","31.55"
"SEPOWER","S.E. Power Limited","2018-02-09","9.05"
"BLUEDART","Blue Dart Express Limited","2018-02-09","4573.9"
"EQ30","Edelweiss Mutual Fund - Edelweiss ETF - Nifty Quality 30","2018-02-08","241.35"
"SHYAMCENT","Shyam Century Ferrous Limited","2018-02-08","10.2"
"GREENLAM","Greenlam Industries Limited","2018-02-08","1175"
"FDC","FDC Limited","2018-02-08","277.1"
"EXCELINDUS","Excel Industries Limited","2018-02-08","895.7"
"WIPL","The Western India Plywoods Limited","2018-02-08","75"
"UFO","UFO Moviez India Limited","2018-02-08","448.65"
"HEIDELBERG","HeidelbergCement India Limited","2018-02-08","161.6"
"POLYMED","Poly Medicure Limited","2018-02-08","255"
"ZUARIGLOB","Zuari Global Limited","2018-02-08","222.1"
"SRSLTD","SRS Limited","2018-02-08","1.3"
"TDPOWERSYS","TD Power Systems Limited","2018-02-08","215.4"
"HIKAL","Hikal Limited","2018-02-08","231.85"
"KANANIIND","Kanani Industries Limited","2018-02-08","12.35"
"CANTABIL","Cantabil Retail India Limited","2018-02-08","127.6"
"SUTLEJTEX","Sutlej Textiles and Industries Limited","2018-02-08","85.4"
"ZYDUSWELL","Zydus Wellness Limited","2018-02-08","1139.8"
"AUTOLITIND","Autolite (India) Limited","2018-02-08","72.05"
"RUSHIL","Rushil Decor Limited","2018-02-08","943.9"
"SURYAROSNI","Surya Roshni Limited","2018-02-08","468.9"
"SANWARIA","Sanwaria Consumer Limited","2018-02-08","18.95"
"RANEHOLDIN","Rane Holdings Limited","2018-02-08","2585"
"CIPLA","Cipla Limited","2018-02-08","616"
"ALKALI","Alkali Metals Limited","2018-02-08","80.25"
"BRIGADE","Brigade Enterprises Limited","2018-02-08","299"
"SHARIABEES","Reliance ETF Shariah BeES","2018-02-07","251"
"OMKARCHEM","Omkar Speciality Chemicals Limited","2018-02-07","43.4"
"LSIL","Lloyds Steels Industries Limited","2018-02-07","2.1"
"AUSOMENT","Ausom Enterprise Limited","2018-02-07","86"
"SAKSOFT","Saksoft Limited","2018-02-07","240"
"NUTEK","Nu Tek India Limited","2018-02-07","1.15"
"RELNV20","Reliance ETF NV20","2018-02-07","495.61"
"QNIFTY","Quantum Nifty ETF","2018-02-07","1139"
"IPCALAB","IPCA Laboratories Limited","2018-02-07","571.95"
"NELCO","NELCO Limited","2018-02-07","123"
"IZMO","IZMO Limited","2018-02-07","95.3"
"AMBIKCO","Ambika Cotton Mills Limited","2018-02-07","1301"
"HINDSYNTEX","Hind Syntex Limited","2018-02-07","11.95"
"CENTURYPLY","Century Plyboards (India) Limited","2018-02-07","338"
"LICNFNHGP","LIC MF - LIC MF ETF - Nifty 100","2018-02-07","113"
"FCSSOFT","FCS Software Solutions Limited","2018-02-07","0.3"
"PREMIERPOL","Premier Polyfilm Limited","2018-02-07","43.75"
"LUMAXIND","Lumax Industries Limited","2018-02-07","2017"
"GREENPLY","Greenply Industries Limited","2018-02-07","331"
"VENKEYS","Venky's (India) Limited","2018-02-07","2838"
"KEC","KEC International Limited","2018-02-07","363"
"GPPL","Gujarat Pipavav Port Limited","2018-02-07","141.15"
"ABFRL","Aditya Birla Fashion and Retail Limited","2018-02-07","152.1"
"ZENITHEXPO","Zenith Exports Limited","2018-02-07","51.4"
"GUJNRECOKE","Gujarat NRE Coke Limited","2018-02-07","1"
"RELAXO","Relaxo Footwears Limited","2018-02-06","605"
"LICNETFN50","LIC MF - LIC MF EXCHANGE TRADED FUND - NIFTY 50","2018-02-06","107.5"
"PGHH","Procter & Gamble Hygiene and Health Care Limited","2018-02-06","9000"
"PENPEBS","Pennar Engineered Building Systems Limited","2018-02-06","85.9"
"RAMANEWS","Shree Rama Newsprint Limited","2018-02-06","27.9"
"LICNETFGSC","LIC MF - LIC MF G-sec LT ETF - GO","2018-02-06","16.28"
"LAOPALA","La Opala RG Limited","2018-02-06","599.95"
"ZYDUSWELL","Zydus Wellness Limited","2018-02-06","951"
"JAGRAN","Jagran Prakashan Limited","2018-02-06","162"
"HMVL","Hindustan Media Ventures Limited","2018-02-06","233"
"SANGAMIND","Sangam (India) Limited","2018-02-06","148"
"FORTUNEFIN","Fortune Financial Services (India) Limited","2018-02-06","220"
"ASTRAZEN","AstraZeneca Pharma India Limited","2018-02-06","1050"
"LOWVOLIWIN","ICICI Prudential Mutual Fund - ICICI Prudential Nifty Low Vol 30 iWIN","2018-02-06","81.31"
"TIIL","Technocraft Industries (India) Limited","2018-02-06","548"
"BAFNAPHARM","Bafna Pharmaceuticals Limited","2018-02-06","22.5"
"KOTAKNV20","Kotak Mahindra MF - Kotak NV 20 ETF - DPO","2018-02-06","49.5"
"ASTRAL","Astral Poly Technik Limited","2018-02-06","781"
"BEARDSELL","Beardsell Limited","2018-02-06","56"
"ISFT","Intrasoft Technologies Limited","2018-02-06","580"
"AIAENG","AIA Engineering Limited","2018-02-06","1440.05"
"DIAMONDYD","Prataap Snacks Limited","2018-02-06","1201"
"COSMOFILMS","Cosmo Films Limited","2018-02-06","312.7"
"CAPTRUST","Capital Trust Limited","2018-02-06","459.95"
"IDFNIFTYET","IDFC Mutual Fund - IDFC Nifty ETF","2018-02-05","107.71"
"SETFNIFBK","SBI-ETF Nifty Bank","2018-02-05","263.74"
"MANAKSIA","Manaksia Limited","2018-02-05","67"
"VARDHACRLC","Vardhman Acrylics Limited","2018-02-05","49.2"
"SENSEXIWIN","ICICI Prudential Sensex iWIN ETF","2018-02-05","362"
"GEMINI","Gemini Communication Limited","2018-02-05","1.35"
"RANEHOLDIN","Rane Holdings Limited","2018-02-05","2471"
"COLPAL","Colgate Palmolive (India) Limited","2018-02-05","1123.9"
"THEMISMED","Themis Medicare Limited","2018-02-05","579.75"
"SETFNIF50","SBI-ETF Nifty 50","2018-02-05","108.2"
"INOXWIND","Inox Wind Limited","2018-02-05","123.6"
"DFMFOODS","DFM Foods Limited","2018-02-05","1678"
"VIJSHAN","Vijay Shanthi Builders Limited","2018-02-05","24.5"
"RADIOCITY","Music Broadcast Limited","2018-02-05","380"
"KAKATCEM","Kakatiya Cement Sugar & Industries Limited","2018-02-05","311.9"
"LUMAXIND","Lumax Industries Limited","2018-02-05","1790"
"JAINSTUDIO","Jain Studios Limited","2018-02-05","4.45"
"AXISGOLD","Axis Mutual Fund - Axis Gold ETF","2018-02-05","2661"
"JHS","JHS Svendgaard Laboratories Limited","2018-02-05","63.6"
"ALKYLAMINE","Alkyl Amines Chemicals Limited","2018-02-05","648.2"
"VINATIORGA","Vinati Organics Limited","2018-02-05","880"
"SOLARINDS","Solar Industries India Limited","2018-02-05","1029"
"UBL","United Breweries Limited","2018-02-05","1188"
"UTINEXT50","UTI Mutual Fund - UTI NIfty Next 50 Exchange Traded Fund - UTI NIFTY N","2018-02-05","297.95"
"GTPL","GTPL Hathway Limited","2018-02-05","153.95"
"TTKHLTCARE","TTK Healthcare Limited","2018-02-02","945"
"PCJEWELLER","PC Jeweller Limited","2018-02-02","362.5"
"JAINSTUDIO","Jain Studios Limited","2018-02-02","4.45"
"NAUKRI","Info Edge (India) Limited","2018-02-02","1330"
"SETFNIF50","SBI-ETF Nifty 50","2018-02-02","109.49"
"THYROCARE","Thyrocare Technologies Limited","2018-02-02","680.5"
"LINCPEN","Linc Pen & Plastics Limited","2018-02-02","459.6"
"KHADIM","Khadim India Limited","2018-02-02","715"
"DBSTOCKBRO","DB (International) Stock Brokers Limited","2018-02-02","10.6"
"PSB","Punjab & Sind Bank","2018-02-02","42.7"
"POWERMECH","Power Mech Projects Limited","2018-02-02","807.5"
"GRPLTD","GRP Limited","2018-02-02","1430"
"DFMFOODS","DFM Foods Limited","2018-02-02","1700"
"AGRITECH","Agri-Tech (India) Limited","2018-02-02","124.9"
"BANKBEES","Reliance ETF Bank BeES","2018-02-02","2670"
"PONNIERODE","Ponni Sugars (Erode) Limited","2018-02-02","164.8"
"INDTERRAIN","Indian Terrain Fashions Limited","2018-02-02","209.45"
"ISFT","Intrasoft Technologies Limited","2018-02-02","641.9"
"CUMMINSIND","Cummins India Limited","2018-02-02","828.25"
"NIFTYIWIN","ICICI Prudential Nifty iWIN ETF","2018-02-02","110.4"
"ELGIRUBCO","Elgi Rubber Company Limited","2018-02-02","46.35"
"MAHINDCIE","Mahindra CIE Automotive Limited","2018-02-02","214"
"SPAL","S. P. Apparels Limited","2018-02-02","339"
"NEULANDLAB","Neuland Laboratories Limited","2018-02-02","785"
"LICNFNHGP","LIC MF - LIC MF ETF - Nifty 100","2018-02-01","105.1"
"NH","Narayana Hrudayalaya Ltd.","2018-02-01","292"
"DBCORP","D.B.Corp Limited","2018-02-01","330.8"
"JBMA","JBM Auto Limited","2018-02-01","490"
"ZICOM","Zicom Electronic Security Systems Limited","2018-02-01","26.65"
"PDMJEPAPER","Pudumjee Paper Products Limited","2018-02-01","30.3"
"NSIL","Nalwa Sons Investments Limited","2018-02-01","1245"
"AVANTIFEED","Avanti Feeds Limited","2018-02-01","2402.05"
"ZENITHEXPO","Zenith Exports Limited","2018-02-01","52.1"
"IIFL","IIFL Holdings Limited","2018-02-01","810"
"VTL","Vardhman Textiles Limited","2018-02-01","1304"
"ICICIGI","ICICI Lombard General Insurance Company Limited","2018-02-01","831"
"BINDALAGRO","Oswal Chemicals & Fertilizers Limited","2018-02-01","34.25"
"TPLPLASTEH","TPL Plastech Limited","2018-02-01","595"
"JAGRAN","Jagran Prakashan Limited","2018-02-01","170"
"BHARATGEAR","Bharat Gears Limited","2018-02-01","210.8"
"NFL","National Fertilizers Limited","2018-02-01","69.8"
"EMMBI","Emmbi Industries Limited","2018-02-01","215.1"
"GODREJAGRO","Godrej Agrovet Limited","2018-02-01","582.45"
"INVENTURE","Inventure Growth & Securities Limited","2018-02-01","13.65"
"ACCELYA","Accelya Kale Solutions Limited","2018-02-01","1424.95"
"SBILIFE","SBI Life Insurance Company Limited","2018-02-01","708"
"NACLIND","NACL Industries Limited","2018-02-01","56.85"
"RELCONS","Reliance ETF Consumption","2018-02-01","52.6"
"BRNL","Bharat Road Network Limited","2018-02-01","182.1"
"QUESS","Quess Corp Limited","2018-01-31","986"
"IDFNIFTYET","IDFC Mutual Fund - IDFC Nifty ETF","2018-01-31","111.42"
"DENORA","De Nora India Limited","2018-01-31","372.5"
"DREDGECORP","Dredging Corporation of India Limited","2018-01-31","763"
"ORIENTBELL","Orient Bell Limited","2018-01-31","324"
"PREMIER","Premier Limited","2018-01-31","33.35"
"ESTER","Ester Industries Limited","2018-01-31","73.35"
"PODDARMENT","Poddar Pigments Limited","2018-01-31","302"
"KESARENT","Kesar Enterprises Limited","2018-01-31","59.7"
"JKLAKSHMI","JK Lakshmi Cement Limited","2018-01-31","411"
"NAUKRI","Info Edge (India) Limited","2018-01-31","1350"
"HCG","Healthcare Global Enterprises Limited","2018-01-31","322.9"
"MORARJEE","Morarjee Textiles Limited","2018-01-31","54"
"PLASTIBLEN","Plastiblends India Limited","2018-01-31","211"
"RSWM","RSWM Limited","2018-01-31","355"
"BEARDSELL","Beardsell Limited","2018-01-31","60.8"
"ENIL","Entertainment Network (India) Limited","2018-01-31","708"
"VTL","Vardhman Textiles Limited","2018-01-31","1300"
"HDFCLIFE","HDFC Standard Life Insurance Company Limited","2018-01-31","426.7"
"ESSELPACK","Essel Propack Limited","2018-01-31","284"
"IVZINNIFTY","Invesco India Nifty Exchange Traded Fund","2018-01-31","1137"
"LAKSHVILAS","Lakshmi Vilas Bank Limited","2018-01-31","128"
"INFRABEES","Reliance ETF Infra BeES","2018-01-31","369.96"
"WHEELS","Wheels India Limited","2018-01-31","2200"
"SPIC","Southern Petrochemicals Industries Corporation  Limited","2018-01-31","44.4"
"DENORA","De Nora India Limited","2018-01-30","339.5"
"TECHNO","Techno Electric & Engineering Company Limited","2018-01-30","381"
"HPL","HPL Electric & Power Limited","2018-01-30","155.95"
"GRINDWELL","Grindwell Norton Limited","2018-01-30","534.95"
"ELGIEQUIP","Elgi Equipments Limited","2018-01-30","316.25"
"JHS","JHS Svendgaard Laboratories Limited","2018-01-30","72.95"
"LGBBROSLTD","LG Balakrishnan & Bros Limited","2018-01-30","1028.5"
"NV20IWIN","ICICI Prudential NV20 iWIN ETF","2018-01-30","51.2"
"TIL","TIL Limited","2018-01-30","610"
"ZENITHBIR","Zenith Birla (India) Limited","2018-01-30","0.85"
"GANECOS","Ganesha Ecosphere Limited","2018-01-30","397"
"GICRE","General Insurance Corporation of India","2018-01-30","762.1"
"KOTAKNIFTY","Kotak Mahindra Mutual Fund-Kotak Nifty ETF","2018-01-30","111.7"
"TCIFINANCE","TCI Finance Limited","2018-01-30","34.5"
"LAKPRE","Lakshmi Precision Screws Limited","2018-01-30","52"
"KOTARISUG","Kothari Sugars And Chemicals Limited","2018-01-30","17.15"
"IOC","Indian Oil Corporation Limited","2018-01-30","416"
"TEAMLEASE","Teamlease Services Limited","2018-01-30","2275"
"SHILPAMED","Shilpa Medicare Limited","2018-01-30","571.15"
"ITI","ITI Limited","2018-01-30","116.7"
"SUBROS","Subros Limited","2018-01-30","353"
"ORIENTCEM","Orient Cement Limited","2018-01-30","153.7"
"TVSMOTOR","TVS Motor Company Limited","2018-01-30","713.05"
"BHAGERIA","Bhageria Industries Limited","2018-01-29","325.9"
"TCIFINANCE","TCI Finance Limited","2018-01-29","32.3"
"KSBPUMPS","KSB Pumps Limited","2018-01-29","910"
