"symbol","company_name","date","current_price"
"RAMKY","Ramky Infrastructure Limited","2018-04-17","204.7"
"PURVA","Puravankara Limited","2018-04-17","160.9"
"CARBORUNIV","Carborundum Universal Limited","2018-04-17","371"
"AEGISCHEM","Aegis Logistics Limited","2018-04-17","282.05"
"M50","Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares M50 ETF","2018-04-17","99.95"
"CRISIL","CRISIL Limited","2018-04-17","1970"
"KEYCORPSER","Keynote Corporate Services Limited","2018-04-16","56.8"
"SIMPLEXINF","Simplex Infrastructures Limited","2018-04-16","563.5"
"EUROTEXIND","Eurotex Industries and Exports Limited","2018-04-16","37.2"
"SREEL","Sreeleathers Limited","2018-04-16","286.85"
"UCOBANK","UCO Bank","2018-04-16","20.85"
"UNITY","Unity Infraprojects Limited","2018-04-16","4.5"
"BEDMUTHA","Bedmutha Industries Limited","2018-04-16","21.7"
"TEAMLEASE","Teamlease Services Limited","2018-04-16","2144.5"
"JYOTHYLAB","Jyothy Laboratories Limited","2018-04-16","369"
"EXCEL","Excel Realty N Infra Limited","2018-04-16","21.65"
"BSLNIFTY","Aditya Birla Sun Life Nifty ETF - Growth","2018-04-16","106"
"KOTAKPSUBK","Kotak Mahindra Mutual Fund","2018-04-16","294.22"
"MINDTECK","Mindteck (India) Limited","2018-04-16","70.8"
"KOPRAN","Kopran Limited","2018-04-16","69.15"
"BDL","Bharat Dynamics Limited","2018-04-16","397.1"
"PPAP","PPAP Automotive Limited","2018-04-16","588"
"GAEL","Gujarat Ambuja Exports Limited","2018-04-16","284"
"VIDHIING","Vidhi Specialty Food Ingredients Limited","2018-04-16","92.75"
"AXISNIFTY","Axis Mutual Fund - AXIS NIFTY ETF","2018-04-16","1055.53"
"SORILINFRA","SORIL Infra Resources Limited","2018-04-16","313.5"
"GRUH","Gruh Finance Limited","2018-04-16","635.7"
"SALORAINTL","Salora International Limited","2018-04-16","43"
"GTPL","GTPL Hathway Limited","2018-04-16","161.5"
"IBVENTURES","Indiabulls Ventures Limited","2018-04-16","380.8"
"SORILHOLD","SORIL Holdings and Ventures Limited","2018-04-16","271.4"
"POLYMED","Poly Medicure Limited","2018-04-13","271.05"
"MINDTECK","Mindteck (India) Limited","2018-04-13","69.3"
"RELNV20","Reliance ETF NV20","2018-04-13","483.88"
"RUPA","Rupa & Company Limited","2018-04-13","446"
"MAZDA","Mazda Limited","2018-04-13","402.6"
"PRECAM","Precision Camshafts Limited","2018-04-13","104.7"
"LICNFNHGP","LIC MF - LIC MF ETF - Nifty 100","2018-04-13","109.15"
"CHAMBLFERT","Chambal Fertilizers & Chemicals Limited","2018-04-13","185.9"
"THANGAMAYL","Thangamayil Jewellery Limited","2018-04-13","545"
"GSKCONS","GlaxoSmithKline Consumer Healthcare Limited","2018-04-13","5984"
"SHYAMCENT","Shyam Century Ferrous Limited","2018-04-13","10.55"
"DPSCLTD","DPSC Limited","2018-04-13","28.45"
"LICNETFSEN","LIC Mutual Fund - LIC MF EXCHANGE TRADED FUND - SENSEX","2018-04-13","345.75"
"ABBOTINDIA","Abbott India Limited","2018-04-13","6370"
"TASTYBITE","Tasty Bite Eatables Limited","2018-04-13","8720"
"20MICRONS","20 Microns Limited","2018-04-13","54.1"
"TALWALKARS","Talwalkars Better Value Fitness Limited","2018-04-13","97.7"
"ARCOTECH","Arcotech Limited","2018-04-13","34.25"
"BSLNIFTY","Aditya Birla Sun Life Nifty ETF - Growth","2018-04-13","108.5"
"HARRMALAYA","Harrisons  Malayalam Limited","2018-04-13","102"
"OILCOUNTUB","Oil Country Tubular Limited","2018-04-13","29.1"
"USHERAGRO","Usher Agro Limited","2018-04-13","5.85"
"MADRASFERT","Madras Fertilizers Limited","2018-04-13","36.8"
"BINANIIND","Binani Industries Limited","2018-04-13","98.8"
"POLYMED","Poly Medicure Limited","2018-04-13","271.05"
"RELNV20","Reliance ETF NV20","2018-04-13","483.88"
"MINDTECK","Mindteck (India) Limited","2018-04-13","69.3"
"MAZDA","Mazda Limited","2018-04-13","402.6"
"SHYAMCENT","Shyam Century Ferrous Limited","2018-04-13","10.55"
"RUPA","Rupa & Company Limited","2018-04-13","446"
"PRECAM","Precision Camshafts Limited","2018-04-13","104.7"
"CHAMBLFERT","Chambal Fertilizers & Chemicals Limited","2018-04-13","185.9"
"THANGAMAYL","Thangamayil Jewellery Limited","2018-04-13","545"
"GSKCONS","GlaxoSmithKline Consumer Healthcare Limited","2018-04-13","5984"
"ARCOTECH","Arcotech Limited","2018-04-13","34.25"
"USHERAGRO","Usher Agro Limited","2018-04-13","5.85"
"DPSCLTD","DPSC Limited","2018-04-13","28.45"
"20MICRONS","20 Microns Limited","2018-04-13","54.1"
"ZUARIGLOB","Zuari Global Limited","2018-04-13","200.5"
"TASTYBITE","Tasty Bite Eatables Limited","2018-04-13","8720"
"MIDHANI","Mishra Dhatu Nigam Limited","2018-04-13","111.6"
"TALWALKARS","Talwalkars Better Value Fitness Limited","2018-04-13","97.7"
"MADRASFERT","Madras Fertilizers Limited","2018-04-13","36.8"
"ABBOTINDIA","Abbott India Limited","2018-04-13","6370"
"ATUL","Atul Limited","2018-04-13","2720"
"BSLNIFTY","Aditya Birla Sun Life Nifty ETF - Growth","2018-04-13","108.5"
"NFL","National Fertilizers Limited","2018-04-13","59.65"
"ELGIRUBCO","Elgi Rubber Company Limited","2018-04-13","41.5"
"ORISSAMINE","The Orissa Minerals Development Company Limited","2018-04-12","1734"
"TFL","Transwarranty Finance Limited","2018-04-12","8.55"
"RELAXO","Relaxo Footwears Limited","2018-04-12","699"
"FMNL","Future Market Networks Limited","2018-04-12","132.75"
"ISFT","Intrasoft Technologies Limited","2018-04-12","667"
"TATASPONGE","Tata Sponge Iron Limited","2018-04-12","1161.2"
"ATFL","Agro Tech Foods Limited","2018-04-12","690"
"ZENITHEXPO","Zenith Exports Limited","2018-04-12","74.75"
"WEIZMANIND","Weizmann Limited","2018-04-12","56.7"
"LFIC","Lakshmi Finance & Industrial Corporation Limited","2018-04-12","88.1"
"DISHTV","Dish TV India Limited","2018-04-12","78.85"
"TATAMETALI","Tata Metaliks Limited","2018-04-12","834.4"
"HATSUN","Hatsun Agro Product Limited","2018-04-12","741"
"BHAGYANGR","Bhagyanagar India Limited","2018-04-12","48.7"
"MAHINDCIE","Mahindra CIE Automotive Limited","2018-04-12","214.6"
"APOLSINHOT","Apollo Sindoori Hotels Limited","2018-04-12","1387"
"TEAMLEASE","Teamlease Services Limited","2018-04-12","2230"
"VSTIND","VST Industries Limited","2018-04-12","3074"
"ABMINTLTD","ABM International Limited","2018-04-12","38.15"
"SIS","Security and Intelligence Services (India) Limited","2018-04-12","1105.5"
"TATAINVEST","Tata Investment Corporation Limited","2018-04-12","810.5"
"TIDEWATER","Tide Water Oil Company (India) Limited","2018-04-12","6473.9"
"SATHAISPAT","Sathavahana Ispat Limited","2018-04-12","21.3"
"TTL","T T Limited","2018-04-12","98.55"
"TBZ","Tribhovandas Bhimji Zaveri Limited","2018-04-12","111.5"
"FMGOETZE","Federal-Mogul Goetze (India) Limited.","2018-04-11","468"
"SETF10GILT","SBI Mutual Fund - SBI-ETF 10 YEAR GILT","2018-04-11","161.5"
"MGL","Mahanagar Gas Limited","2018-04-11","912.5"
"BHAGYAPROP","Bhagyanagar Properties Limited","2018-04-11","22.6"
"SQSBFSI","SQS India BFSI Limited","2018-04-11","488"
"ELGIEQUIP","Elgi Equipments Limited","2018-04-11","292.9"
"SHALPAINTS","Shalimar Paints Limited","2018-04-11","145.05"
"PRAXIS","Praxis Home Retail Limited","2018-04-11","228"
"NITINFIRE","Nitin Fire Protection Industries Limited","2018-04-11","5.4"
"THYROCARE","Thyrocare Technologies Limited","2018-04-11","601"
"HMVL","Hindustan Media Ventures Limited","2018-04-11","219.3"
"ARCHIES","Archies Limited","2018-04-11","36.45"
"BKMINDST","Bkm Industries Limited","2018-04-11","30.35"
"MVL","MVL Limited","2018-04-11","0.45"
"KMSUGAR","K.M.Sugar Mills Limited","2018-04-11","14.1"
"SPARC","Sun Pharma Advanced Research Company Limited","2018-04-11","424.8"
"ITDC","India Tourism Development Corporation Limited","2018-04-11","480.55"
"KSBPUMPS","KSB Pumps Limited","2018-04-11","784"
"KANANIIND","Kanani Industries Limited","2018-04-11","8.85"
"UMANGDAIRY","Umang Dairies Limited","2018-04-11","90.7"
"QGOLDHALF","Quantum Gold Fund -Exchange Traded Fund (ETF)","2018-04-11","1370"
"TVSELECT","TVS Electronics Limited","2018-04-11","487.3"
"SATHAISPAT","Sathavahana Ispat Limited","2018-04-11","18.6"
"SANGAMIND","Sangam (India) Limited","2018-04-11","125.2"
"SASTASUNDR","Sastasundar Ventures Limited","2018-04-10","121.65"
"RAMCOSYS","Ramco Systems Limited","2018-04-10","477.5"
"BLBLIMITED","BLB Limited","2018-04-10","6.9"
"SOTL","Savita Oil Technologies Limited","2018-04-10","1460.3"
"AUSOMENT","Ausom Enterprise Limited","2018-04-10","78.4"
"SETFNIFBK","SBI-ETF Nifty Bank","2018-04-10","254.35"
"LYPSAGEMS","Lypsa Gems & Jewellery Limited","2018-04-10","24.9"
"QNIFTY","Quantum Nifty ETF","2018-04-10","1046"
"SPMLINFRA","SPML Infra Limited","2018-04-10","107.4"
"SHILPI","Shilpi Cable Technologies Limited","2018-04-10","11.95"
"SUDARSCHEM","Sudarshan Chemical Industries Limited","2018-04-10","508.25"
"PONNIERODE","Ponni Sugars (Erode) Limited","2018-04-10","156.4"
"SAMBHAAV","Sambhaav Media Limited","2018-04-10","8.85"
"ALEMBICLTD","Alembic Limited","2018-04-10","59.6"
"RAJSREESUG","Rajshree Sugars & Chemicals Limited","2018-04-10","35.5"
"SUPREMEIND","Supreme Industries Limited","2018-04-10","1206"
"SPLIL","SPL Industries Limited","2018-04-10","26.7"
"EASUNREYRL","Easun Reyrolle Limited","2018-04-10","21.5"
"HISARMETAL","Hisar Metal Industries Limited","2018-04-10","102"
"HOTELEELA","Hotel Leela Venture Limited","2018-04-10","19.2"
"NIBL","NRB Industrial Bearings Limited","2018-04-10","25.25"
"CASTEXTECH","Castex Technologies Limited","2018-04-10","4.6"
"KMSUGAR","K.M.Sugar Mills Limited","2018-04-10","12.3"
"CCL","CCL Products (India) Limited","2018-04-10","287.05"
"UTTAMSUGAR","Uttam Sugar Mills Limited","2018-04-10","103.2"
"RUBYMILLS","The Ruby Mills Limited","2018-04-09","380.45"
"GANGESSECU","Ganges Securities Limited","2018-04-09","80.75"
"TAKE","Take Solutions Limited","2018-04-09","194.9"
"LAURUSLABS","Laurus Labs Limited","2018-04-09","500"
"AUTOLITIND","Autolite (India) Limited","2018-04-09","78.9"
"DATAMATICS","Datamatics Global Services Limited","2018-04-09","126.5"
"SANGHIIND","Sanghi Industries Limited","2018-04-09","121.9"
"ICRA","ICRA Limited","2018-04-09","3750"
"SUVEN","Suven Life Sciences Limited","2018-04-09","179.3"
"PSUBNKBEES","Reliance ETF PSU Bank BeES","2018-04-09","338"
"HINDUJAVEN","Hinduja Ventures Limited","2018-04-09","821"
"DOLPHINOFF","Dolphin Offshore Enterprises (India) Limited","2018-04-09","94.7"
"ZENITHEXPO","Zenith Exports Limited","2018-04-09","53.2"
"TORNTPHARM","Torrent Pharmaceuticals Limited","2018-04-09","1301"
"POWERMECH","Power Mech Projects Limited","2018-04-09","887.75"
"CROMPTON","Crompton Greaves Consumer Electricals Limited","2018-04-09","239.7"
"BANSWRAS","Banswara Syntex Limited","2018-04-09","101"
"HIL","HIL Limited","2018-04-09","1920"
"TIMESGTY","Times Guaranty Limited","2018-04-09","58.5"
"HGS","Hinduja Global Solutions Limited","2018-04-09","912"
"DYNPRO","Dynemic Products Limited","2018-04-09","204"
"JITFINFRA","JITF Infralogistics Limited","2018-04-09","36.6"
"ABAN","Aban Offshore Limited","2018-04-09","176.25"
"GODREJAGRO","Godrej Agrovet Limited","2018-04-09","710"
"MANGLMCEM","Mangalam Cement Limited","2018-04-09","319.95"
"VIPULLTD","Vipul Limited","2018-04-06","58.55"
"ALOKTEXT","Alok Industries Limited","2018-04-06","3.85"
"IFBAGRO","IFB Agro Industries Limited","2018-04-06","765.45"
"PIONDIST","Pioneer Distilleries Limited","2018-04-06","198.25"
"PETRONENGG","Petron Engineering Construction Limited","2018-04-06","119"
"MAGMA","Magma Fincorp Limited","2018-04-06","156.65"
"ELECTHERM","Electrotherm (India) Limited","2018-04-06","182.35"
"STCINDIA","The State Trading Corporation of India Limited","2018-04-06","169.95"
"ZODJRDMKJ","Zodiac JRD- MKJ Limited","2018-04-06","42"
"SOBHA","Sobha Limited","2018-04-06","553.1"
"BLBLIMITED","BLB Limited","2018-04-06","5.75"
"SONASTEER","Sona Koyo Steering Systems Limited","2018-04-06","91.65"
"PINCON","Pincon Spirit Limited","2018-04-06","25.65"
"SRSLTD","SRS Limited","2018-04-06","0.9"
"KRBL","KRBL Limited","2018-04-06","457.5"
"GLOBUSSPR","Globus Spirits Limited","2018-04-06","125.5"
"DIAMONDYD","Prataap Snacks Limited","2018-04-06","1338.1"
"SICAGEN","Sicagen India Limited","2018-04-06","42.45"
"IVRCLINFRA","IVRCL Limited","2018-04-06","3.95"
"BINANIIND","Binani Industries Limited","2018-04-06","104.5"
"MIC","MIC Electronics Limited","2018-04-06","6"
"BALLARPUR","Ballarpur Industries Limited","2018-04-06","15.1"
"HINDCOPPER","Hindustan Copper Limited","2018-04-06","72.85"
"TVVISION","TV Vision Limited","2018-04-06","17.25"
"SMARTLINK","Smartlink Network Systems Limited","2018-04-06","106.2"
"VIPULLTD","Vipul Limited","2018-04-06","58.55"
"ALOKTEXT","Alok Industries Limited","2018-04-06","3.85"
"IFBAGRO","IFB Agro Industries Limited","2018-04-06","765.45"
"PIONDIST","Pioneer Distilleries Limited","2018-04-06","198.25"
"PETRONENGG","Petron Engineering Construction Limited","2018-04-06","119"
"MAGMA","Magma Fincorp Limited","2018-04-06","156.65"
"ELECTHERM","Electrotherm (India) Limited","2018-04-06","182.35"
"STCINDIA","The State Trading Corporation of India Limited","2018-04-06","169.95"
"ZODJRDMKJ","Zodiac JRD- MKJ Limited","2018-04-06","42"
"SOBHA","Sobha Limited","2018-04-06","553.1"
"BLBLIMITED","BLB Limited","2018-04-06","5.75"
"SONASTEER","Sona Koyo Steering Systems Limited","2018-04-06","91.65"
"PINCON","Pincon Spirit Limited","2018-04-06","25.65"
"SRSLTD","SRS Limited","2018-04-06","0.9"
"KRBL","KRBL Limited","2018-04-06","457.5"
"GLOBUSSPR","Globus Spirits Limited","2018-04-06","125.5"
"DIAMONDYD","Prataap Snacks Limited","2018-04-06","1338.1"
"SICAGEN","Sicagen India Limited","2018-04-06","42.45"
"IVRCLINFRA","IVRCL Limited","2018-04-06","3.95"
"BINANIIND","Binani Industries Limited","2018-04-06","104.5"
"MIC","MIC Electronics Limited","2018-04-06","6"
"BALLARPUR","Ballarpur Industries Limited","2018-04-06","15.1"
"HINDCOPPER","Hindustan Copper Limited","2018-04-06","72.85"
"TVVISION","TV Vision Limited","2018-04-06","17.25"
"SMARTLINK","Smartlink Network Systems Limited","2018-04-06","106.2"
"VIPULLTD","Vipul Limited","2018-04-06","58.55"
"ALOKTEXT","Alok Industries Limited","2018-04-06","3.85"
"IFBAGRO","IFB Agro Industries Limited","2018-04-06","765.45"
"PIONDIST","Pioneer Distilleries Limited","2018-04-06","198.25"
"PETRONENGG","Petron Engineering Construction Limited","2018-04-06","119"
"MAGMA","Magma Fincorp Limited","2018-04-06","156.65"
"ELECTHERM","Electrotherm (India) Limited","2018-04-06","182.35"
"STCINDIA","The State Trading Corporation of India Limited","2018-04-06","169.95"
"ZODJRDMKJ","Zodiac JRD- MKJ Limited","2018-04-06","42"
"SOBHA","Sobha Limited","2018-04-06","553.1"
"BLBLIMITED","BLB Limited","2018-04-06","5.75"
"SONASTEER","Sona Koyo Steering Systems Limited","2018-04-06","91.65"
"PINCON","Pincon Spirit Limited","2018-04-06","25.65"
"SRSLTD","SRS Limited","2018-04-06","0.9"
"KRBL","KRBL Limited","2018-04-06","457.5"
"GLOBUSSPR","Globus Spirits Limited","2018-04-06","125.5"
"DIAMONDYD","Prataap Snacks Limited","2018-04-06","1338.1"
"SICAGEN","Sicagen India Limited","2018-04-06","42.45"
"IVRCLINFRA","IVRCL Limited","2018-04-06","3.95"
"BINANIIND","Binani Industries Limited","2018-04-06","104.5"
"MIC","MIC Electronics Limited","2018-04-06","6"
"BALLARPUR","Ballarpur Industries Limited","2018-04-06","15.1"
"HINDCOPPER","Hindustan Copper Limited","2018-04-06","72.85"
"TVVISION","TV Vision Limited","2018-04-06","17.25"
"SMARTLINK","Smartlink Network Systems Limited","2018-04-06","106.2"
"IFBAGRO","IFB Agro Industries Limited","2018-04-06","796.8"
"SEPOWER","S.E. Power Limited","2018-04-06","7.05"
"VIPULLTD","Vipul Limited","2018-04-06","66"
"PIONDIST","Pioneer Distilleries Limited","2018-04-06","195.1"
"ALOKTEXT","Alok Industries Limited","2018-04-06","3.85"
"DNAMEDIA","Diligent Media Corporation Limited","2018-04-06","9.55"
"PETRONENGG","Petron Engineering Construction Limited","2018-04-06","112"
"ELECTHERM","Electrotherm (India) Limited","2018-04-06","165.05"
"MAGMA","Magma Fincorp Limited","2018-04-06","162"
"SHAKTIPUMP","Shakti Pumps (India) Limited","2018-04-06","649.6"
"SONASTEER","Sona Koyo Steering Systems Limited","2018-04-06","96.95"
"SHRIRAMCIT","Shriram City Union Finance Limited","2018-04-06","2275.05"
"SICAGEN","Sicagen India Limited","2018-04-06","42.2"
"SILINV","SIL Investments Limited","2018-04-06","402"
"RKDL","Ravi Kumar Distilleries Limited","2018-04-06","14.95"
"STCINDIA","The State Trading Corporation of India Limited","2018-04-06","168.9"
"GLOBUSSPR","Globus Spirits Limited","2018-04-06","130.75"
"MOTOGENFIN","The Motor & General Finance Limited","2018-04-06","42.25"
"SOBHA","Sobha Limited","2018-04-06","550"
"KSBPUMPS","KSB Pumps Limited","2018-04-06","787.1"
"VASWANI","Vaswani Industries Limited","2018-04-06","17.9"
"BALAJITELE","Balaji Telefilms Limited","2018-04-06","136.7"
"PRAENG","Prajay Engineers Syndicate Limited","2018-04-06","14.15"
"KDDL","KDDL Limited","2018-04-06","505.15"
"TAINWALCHM","Tainwala Chemical and Plastic (I) Limited","2018-04-06","104"
"IFBAGRO","IFB Agro Industries Limited","2018-04-06","796.8"
"SEPOWER","S.E. Power Limited","2018-04-06","7.05"
"VIPULLTD","Vipul Limited","2018-04-06","66"
"PIONDIST","Pioneer Distilleries Limited","2018-04-06","195.1"
"ALOKTEXT","Alok Industries Limited","2018-04-06","3.85"
"DNAMEDIA","Diligent Media Corporation Limited","2018-04-06","9.55"
"PETRONENGG","Petron Engineering Construction Limited","2018-04-06","112"
"ELECTHERM","Electrotherm (India) Limited","2018-04-06","165.05"
"MAGMA","Magma Fincorp Limited","2018-04-06","162"
"SHAKTIPUMP","Shakti Pumps (India) Limited","2018-04-06","649.6"
"SONASTEER","Sona Koyo Steering Systems Limited","2018-04-06","96.95"
"SHRIRAMCIT","Shriram City Union Finance Limited","2018-04-06","2275.05"
"SICAGEN","Sicagen India Limited","2018-04-06","42.2"
"SILINV","SIL Investments Limited","2018-04-06","402"
"RKDL","Ravi Kumar Distilleries Limited","2018-04-06","14.95"
"STCINDIA","The State Trading Corporation of India Limited","2018-04-06","168.9"
"GLOBUSSPR","Globus Spirits Limited","2018-04-06","130.75"
"MOTOGENFIN","The Motor & General Finance Limited","2018-04-06","42.25"
"SOBHA","Sobha Limited","2018-04-06","550"
"KSBPUMPS","KSB Pumps Limited","2018-04-06","787.1"
"VASWANI","Vaswani Industries Limited","2018-04-06","17.9"
"BALAJITELE","Balaji Telefilms Limited","2018-04-06","136.7"
"PRAENG","Prajay Engineers Syndicate Limited","2018-04-06","14.15"
"KDDL","KDDL Limited","2018-04-06","505.15"
"TAINWALCHM","Tainwala Chemical and Plastic (I) Limited","2018-04-06","104"
"NATHBIOGEN","Nath Bio-Genes (India) Limited","2018-04-05","505"
"POWERMECH","Power Mech Projects Limited","2018-04-05","871.1"
"SMARTLINK","Smartlink Network Systems Limited","2018-04-05","106.95"
"LICNFNHGP","LIC MF - LIC MF ETF - Nifty 100","2018-04-05","102"
"DIXON","Dixon Technologies (India) Limited","2018-04-05","3650"
"EMKAY","Emkay Global Financial Services Limited","2018-04-05","177.15"
"HIRECT","Hind Rectifiers Limited","2018-04-05","137"
"MOHITIND","Mohit Industries Limited","2018-04-05","35.2"
"APLLTD","Alembic Pharmaceuticals Limited","2018-04-05","550"
"SANGHVIMOV","Sanghvi Movers Limited","2018-04-05","216"
"TMRVL","The Mandhana Retail Ventures Limited","2018-04-05","116"
"SUPREMEIND","Supreme Industries Limited","2018-04-05","1202.3"
"DLINKINDIA","D-Link (India) Limited","2018-04-05","109.8"
"CARERATING","CARE Ratings Limited","2018-04-05","1306.95"
"MANAKSIA","Manaksia Limited","2018-04-05","56.5"
"INDLMETER","IMP Powers Limited","2018-04-05","93.25"
"JMA","Jullundur Motor Agency (Delhi) Limited","2018-04-05","222.5"
"THYROCARE","Thyrocare Technologies Limited","2018-04-05","584.1"
"SUDARSCHEM","Sudarshan Chemical Industries Limited","2018-04-05","471.95"
"ELECTHERM","Electrotherm (India) Limited","2018-04-05","164.1"
"STAR","Strides Shasun Limited","2018-04-05","663"
"TINPLATE","The Tinplate Company of India Limited","2018-04-05","226.5"
"SIL","Standard Industries Limited","2018-04-05","21.7"
"EASUNREYRL","Easun Reyrolle Limited","2018-04-05","16.2"
